m,poisson,delta,neg_binom
0.0069737472534179695,6.599418073892593,5.000000447034836,6.59637376666069
0.007862350550213917,2.464207261800766,2.0000003278255463,2.3597680032253265
0.008864180752199134,0.00014975666999816895,7.450580596923828e-07,0.00014975666999816895
0.009993665368369988,4.991888999938965e-05,7.450580596923828e-07,5.289912223815918e-05
0.011267070278342404,0.00020191073417663574,7.450580596923828e-07,3.501772880554199e-05
0.012702733979756258,0.00014379620552062988,7.450580596923828e-07,0.00014379620552062988
0.014321331683766975,0.00014379620552062988,7.450580596923828e-07,0.00014379620552062988
0.016146173061903586,7.37607479095459e-05,7.450580596923828e-07,7.227063179016113e-05
0.018203537932190997,5.1409006118774414e-05,7.450580596923828e-07,5.1409006118774414e-05
0.02052305471880339,5.1409006118774414e-05,7.450580596923828e-07,5.1409006118774414e-05
0.023138127135503634,5.1409006118774414e-05,7.450580596923828e-07,5.1409006118774414e-05
0.02608641523760185,4.842877388000488e-05,7.450580596923828e-07,4.842877388000488e-05
0.029410377770135568,2.905726432800293e-05,7.450580596923828e-07,2.905726432800293e-05
0.03315788362270971,2.7567148208618164e-05,7.450580596923828e-07,2.7567148208618164e-05
0.03738290119665109,2.7567148208618164e-05,7.450580596923828e-07,2.7567148208618164e-05
0.04214627561215782,2.60770320892334e-05,7.450580596923828e-07,2.60770320892334e-05
0.047516604948122564,2.60770320892334e-05,7.450580596923828e-07,2.60770320892334e-05
0.053571228133492264,2.7567148208618164e-05,7.450580596923828e-07,2.7567148208618164e-05
0.060397338716937574,2.60770320892334e-05,7.450580596923828e-07,2.60770320892334e-05
0.06809324055439922,2.7567148208618164e-05,7.450580596923828e-07,2.7567148208618164e-05
0.07676976349785733,2.7567148208618164e-05,7.450580596923828e-07,2.7567148208618164e-05
0.08655185947287367,2.60770320892334e-05,7.450580596923828e-07,2.60770320892334e-05
0.09758040193026202,4.842877388000488e-05,7.450580596923828e-07,4.842877388000488e-05
0.11001421458606288,0.6889991462230682,0.5000002682209015,0.664103776216507
0.12403235866601632,1.3595663011074066,0.9999997913837433,1.3014502823352814
0.13983671159348746,1.821018010377884,1.499999314546585,1.7421700060367584
0.1576548742569214,2.2110171616077423,1.499999314546585,2.1173618733882904
0.17774344872482878,2.5650672614574432,2.0000003278255463,2.4606607854366302
0.20039173361117218,2.897302061319351,2.0000003278255463,2.785401791334152
0.2259258903086735,3.212941437959671,2.499999850988388,3.0963771045207977
0.2547136400886001,3.5132013261318207,2.499999850988388,3.3944837749004364
0.28716955971067903,3.797135502099991,2.99999937415123,3.6785639822483063
0.3237610518060203,4.063180834054947,2.99999937415123,3.9466984570026398
0.36501507601344324,4.310052841901779,3.500000387430191,4.1973210871219635
0.4115257378053226,4.53731045126915,3.500000387430191,4.429524391889572
0.46396284429078716,4.745157808065414,3.500000387430191,4.643204063177109
0.5230815502096967,4.9344368278980255,3.999999910593033,4.838859289884567
0.589733233030817,5.106163769960403,3.999999910593033,5.017329007387161
0.6648777537681405,5.261415988206863,4.499999433755875,5.179402977228165
0.7495972800852271,5.401400476694107,4.499999433755875,5.326151102781296
0.8451118707561964,5.527164787054062,4.499999433755875,5.458500236272812
0.9527970459175534,5.639763921499252,5.000000447034836,5.577404052019119
1.0742035961427303,5.740252882242203,5.000000447034836,5.683814734220505
1.2110799156128205,5.829691141843796,5.000000447034836,5.778805166482925
1.3653971810068966,5.9090860188007355,5.000000447034836,5.863272398710251
1.539377738716953,5.979294329881668,5.499999970197678,5.938277393579483
1.7355271091960367,6.041385978460312,5.499999970197678,6.004706770181656
1.9566700693390904,6.0962580144405365,5.499999970197678,6.063435226678848
2.205991332524319,6.144631654024124,5.499999970197678,6.115462630987167
2.487081412154555,6.187457591295242,5.499999970197678,6.16149976849556
2.8039883291864705,6.225161999464035,5.499999970197678,6.201741844415665
3.161275908295573,6.258419901132584,5.999999493360519,6.23784139752388
3.5640895022089802,6.287724524736404,5.999999493360519,6.269001215696335
4.018230090712029,6.313801556825638,5.999999493360519,6.2972210347652435
4.530237821439775,6.336275488138199,5.999999493360519,6.3219331204891205
5.107486195537081,6.356538087129593,5.999999493360519,6.343600898981094
5.758288254569212,6.3744403421878815,5.999999493360519,6.3630737364292145
6.492016297896812,6.390190869569778,5.999999493360519,6.380117684602737
7.319236854583428,6.4045436680316925,5.999999493360519,6.395144015550613
8.25186285358641,6.41627237200737,5.999999493360519,6.408385187387466
9.303325183657382,6.427443772554398,5.999999493360519,6.420338898897171
10.488766113612362,6.436876207590103,5.999999493360519,6.430705636739731
11.825257358446262,6.445560604333878,5.999999493360519,6.439841538667679
13.332045931695145,6.45320937037468,5.999999493360519,6.447971612215042
15.030831324603227,6.459910422563553,5.999999493360519,6.455171853303909
16.94607800379424,6.465864926576614,5.999999493360519,6.461765617132187
19.105367727773356,6.471014767885208,5.999999493360519,6.4673759043216705
21.539796756023197,6.475628167390823,5.999999493360519,6.4726002514362335
24.28442367096279,6.479572504758835,5.999999493360519,6.477392464876175
27.378774261921002,6.483299285173416,5.999999493360519,6.481010466814041
30.867410742035904,6.48636594414711,5.999999493360519,6.484580785036087
34.800573495458686,6.489581614732742,5.999999493360519,6.487565487623215
39.2349045967612,6.491907685995102,5.999999493360519,6.490384787321091
44.23426352206052,6.494048982858658,5.999999493360519,6.492673605680466
49.870646799039584,6.495996564626694,5.999999493360519,6.494797021150589
56.22522483988457,6.4977578818798065,5.999999493360519,6.496716290712357
63.38951088872695,6.49949386715889,5.999999493360519,6.4983852207660675
71.46667891778019,6.500818580389023,5.999999493360519,6.499864906072617
80.57304945139417,6.502128392457962,5.999999493360519,6.501249223947525
90.8397647156046,6.503155082464218,5.999999493360519,6.502663344144821
102.41467723726119,6.504169851541519,5.999999493360519,6.503394991159439
115.46447909073663,6.504981964826584,5.999999493360519,6.504298001527786
130.1771024558246,6.505698710680008,5.999999493360519,6.505418568849564
146.764426057622,6.5064288675785065,6.500000506639481,6.506107002496719
165.46532646425044,6.5070681273937225,6.500000506639481,6.506993621587753
186.5491181846185,6.507409363985062,6.500000506639481,6.507083028554916
210.31943210759334,6.507926434278488,6.500000506639481,6.507567316293716
237.1185881365791,6.508282572031021,6.500000506639481,6.5079934895038605
267.33252499046984,6.5086789429187775,6.500000506639481,6.508370488882065
301.3963581657957,6.508979946374893,6.500000506639481,6.509552150964737
339.8006461011175,6.509972363710403,6.500000506639481,6.509249657392502
383.0984547836526,6.510291248559952,6.500000506639481,6.509744375944138
431.91332253661557,6.509812921285629,6.500000506639481,6.510040909051895
486.94823968937305,6.5100304782390594,6.500000506639481,6.510231643915176
548.9957724480178,6.510160118341446,6.500000506639481,6.510401517152786
618.9494767617575,6.51036724448204,6.500000506639481,6.510529667139053
697.8167665579368,6.51046559214592,6.500000506639481,6.510651856660843
786.7334216631181,6.510735303163528,6.500000506639481,6.510701030492783
886.9799443409744,6.510760635137558,6.500000506639481,6.510715931653976
1000.0,6.510781496763229,6.500000506639481,6.510745733976364
